,Gender,Race,Year,pct,CrimeType,Arrested,Frisked,Searched,HandCuff,PepperSpray,Firearm,Other,CEW,Stopped,Verbal,Summons
26946,Unknown,Black,2014,67,Theft,0,1,0,0,0,0,0,0,1,0,0
26947,Male,Hispanic,2014,67,Theft,0,4,1,3,0,2,2,0,7,0,2
26948,Female,Other,2014,67,Theft,0,1,0,0,0,0,0,0,1,0,0
26949,Male,Other,2014,67,Theft,0,9,0,0,0,0,0,0,10,0,0
26950,Unknown,Other,2014,67,Theft,1,3,0,1,0,0,0,0,4,0,0
26951,Female,White,2014,67,Theft,0,1,0,0,0,0,0,0,1,0,0
26952,Male,White,2014,67,Theft,0,3,0,0,0,0,0,0,5,0,0
26953,Unknown,White,2014,67,Theft,0,0,0,0,0,0,0,0,1,0,0
35557,Female,Black,2014,67,Tresspass,1,2,0,3,0,0,2,0,4,0,0
35558,Male,Black,2014,67,Tresspass,4,10,4,9,0,0,4,0,26,0,3
35559,Male,Hispanic,2014,67,Tresspass,0,1,0,0,0,0,0,0,1,0,0
35560,Male,Other,2014,67,Tresspass,0,0,0,0,0,0,0,0,1,0,0
35561,Unknown,Other,2014,67,Tresspass,0,1,0,0,0,0,0,0,1,0,0
43112,Female,Black,2014,67,Weapon,0,13,1,2,0,1,2,0,16,0,0
43113,Male,Black,2014,67,Weapon,18,440,29,14,0,15,37,0,467,0,4
43114,Male,Hispanic,2014,67,Weapon,0,4,1,0,0,0,1,0,4,0,1
43115,Male,Other,2014,67,Weapon,0,2,0,1,0,0,0,0,2,0,0
43116,Unknown,Other,2014,67,Weapon,0,2,2,1,0,1,1,0,2,0,0
43117,Male,White,2014,67,Weapon,0,2,0,0,0,0,0,0,2,0,0
3989,Male,Black,2014,68,Assault,1,1,0,1,0,0,0,0,1,0,0
3990,Male,Hispanic,2014,68,Assault,1,1,1,1,0,0,1,0,3,0,0
3991,Male,White,2014,68,Assault,0,0,0,0,0,0,0,0,2,0,0
11316,Male,Black,2014,68,Other,0,1,0,0,0,0,0,0,1,0,0
11317,Male,Other,2014,68,Other,1,1,1,0,0,0,1,0,2,0,0
11318,Male,White,2014,68,Other,0,1,0,0,0,0,0,0,4,0,0
18646,Male,Black,2014,68,Substance,0,1,0,0,0,0,0,0,1,0,0
18647,Male,Hispanic,2014,68,Substance,0,1,0,0,0,0,0,0,1,0,0
18648,Male,White,2014,68,Substance,1,1,1,0,0,0,0,0,5,0,0
27067,Male,Black,2014,68,Theft,0,2,0,0,0,0,0,0,4,0,0
27068,Male,Hispanic,2014,68,Theft,5,11,5,0,0,0,4,0,24,0,1
27069,Male,Other,2014,68,Theft,1,4,1,0,0,0,1,0,7,0,1
27070,Female,White,2014,68,Theft,0,0,0,0,0,0,0,0,1,0,0
27071,Male,White,2014,68,Theft,2,14,3,1,0,0,6,0,35,0,0
35627,Male,Hispanic,2014,68,Tresspass,0,1,0,0,0,0,0,0,1,0,0
35628,Male,White,2014,68,Tresspass,0,1,0,0,0,0,0,0,1,0,0
43206,Male,Black,2014,68,Weapon,1,3,1,1,0,0,0,0,3,0,0
43207,Male,Hispanic,2014,68,Weapon,1,4,2,0,1,0,2,0,4,0,0
43208,Female,White,2014,68,Weapon,0,0,0,0,0,0,0,0,1,0,0
43209,Male,White,2014,68,Weapon,2,6,3,0,0,3,5,0,7,0,1
4061,Female,Black,2014,69,Assault,0,0,0,0,0,0,0,0,4,0,0
4062,Male,Black,2014,69,Assault,2,10,3,7,0,0,5,0,20,0,0
4063,Male,Hispanic,2014,69,Assault,0,1,0,0,0,0,0,0,1,0,0
11382,Female,Black,2014,69,Other,0,1,0,0,0,0,0,0,2,0,0
11383,Male,Black,2014,69,Other,2,3,2,2,0,1,2,0,6,0,0
11384,Female,Hispanic,2014,69,Other,0,0,0,0,0,0,0,0,1,0,0
11385,Male,Hispanic,2014,69,Other,1,1,1,1,0,0,1,0,1,0,0
18715,Female,Black,2014,69,Substance,0,5,0,0,0,0,0,0,12,0,0
18716,Male,Black,2014,69,Substance,10,84,1,2,0,0,6,0,107,0,0
18717,Female,Hispanic,2014,69,Substance,0,0,0,0,0,0,0,0,1,0,0
18718,Male,Hispanic,2014,69,Substance,0,1,0,0,0,0,0,0,2,0,0
18719,Male,Other,2014,69,Substance,0,2,0,0,0,0,1,0,3,0,0
18720,Male,White,2014,69,Substance,0,6,0,0,0,0,3,0,8,0,0
27186,Female,Black,2014,69,Theft,0,10,0,0,0,0,0,0,14,0,0
27187,Male,Black,2014,69,Theft,21,238,14,3,0,2,51,0,285,0,2
27188,Male,Hispanic,2014,69,Theft,0,4,1,0,0,0,0,0,7,0,0
27189,Male,Other,2014,69,Theft,0,2,0,0,0,0,0,0,2,0,0
27190,Male,White,2014,69,Theft,0,3,0,0,0,0,0,0,5,0,0
35688,Female,Black,2014,69,Tresspass,2,2,0,0,0,0,0,0,4,0,0
35689,Male,Black,2014,69,Tresspass,10,7,6,0,0,0,1,0,17,0,0
35690,Male,Hispanic,2014,69,Tresspass,4,3,4,2,0,0,2,0,5,0,0
43293,Female,Black,2014,69,Weapon,0,2,0,0,0,0,0,0,3,0,0
43294,Male,Black,2014,69,Weapon,10,285,15,6,0,2,40,0,307,0,6
43295,Male,Hispanic,2014,69,Weapon,0,6,1,0,0,0,1,0,7,0,0
43296,Male,Other,2014,69,Weapon,0,2,0,0,0,0,0,0,2,0,0
43297,Male,White,2014,69,Weapon,0,4,0,0,0,0,1,0,4,0,0
4150,Female,Black,2014,70,Assault,0,1,0,0,0,0,0,0,1,0,1
4151,Male,Black,2014,70,Assault,3,16,7,6,0,1,5,0,23,0,1
4152,Male,Hispanic,2014,70,Assault,0,0,0,1,0,0,0,0,1,0,0
4153,Male,White,2014,70,Assault,0,0,0,0,0,0,0,0,1,0,0
11485,Female,Black,2014,70,Other,0,1,0,0,0,0,0,0,1,0,0
11486,Male,Black,2014,70,Other,1,9,1,1,0,0,1,0,16,0,2
11487,Male,Hispanic,2014,70,Other,1,1,1,2,0,0,0,0,2,0,0
11488,Male,White,2014,70,Other,0,1,0,1,0,0,0,0,1,0,0
18798,Female,Black,2014,70,Substance,0,2,0,0,0,0,0,0,3,0,0
18799,Male,Black,2014,70,Substance,3,36,3,3,0,0,6,0,44,0,2
18800,Female,Hispanic,2014,70,Substance,0,0,0,0,0,0,0,0,1,0,0
18801,Male,Hispanic,2014,70,Substance,0,1,1,0,0,0,0,0,1,0,0
18802,Male,Other,2014,70,Substance,0,2,1,0,0,0,0,0,2,0,1
18803,Male,White,2014,70,Substance,0,2,0,0,0,0,0,0,2,0,0
27304,Female,Black,2014,70,Theft,3,5,1,0,0,1,0,0,10,0,0
27305,Male,Black,2014,70,Theft,9,181,20,12,0,6,19,0,242,0,7
27306,Female,Hispanic,2014,70,Theft,0,1,0,0,0,0,0,0,1,0,0
27307,Male,Hispanic,2014,70,Theft,4,11,2,1,0,0,2,0,19,0,2
27308,Male,Other,2014,70,Theft,0,9,3,0,0,0,0,0,11,0,0
27309,Female,White,2014,70,Theft,0,1,0,0,0,0,1,0,3,0,0
27310,Male,White,2014,70,Theft,0,9,1,1,0,0,1,0,18,0,2
35780,Male,Black,2014,70,Tresspass,0,7,0,0,0,0,0,0,9,0,0
35781,Male,Other,2014,70,Tresspass,0,2,0,0,0,0,0,0,2,0,2
35782,Male,White,2014,70,Tresspass,0,2,0,0,0,0,1,0,4,0,1
43404,Female,Black,2014,70,Weapon,0,2,0,0,0,0,0,0,3,0,0
43405,Male,Black,2014,70,Weapon,10,141,10,6,0,9,18,0,146,0,3
43406,Female,Hispanic,2014,70,Weapon,0,4,0,0,0,0,0,0,4,0,0
43407,Male,Hispanic,2014,70,Weapon,0,4,1,0,0,0,1,0,4,0,0
43408,Female,Other,2014,70,Weapon,0,2,0,0,0,0,1,0,2,0,0
43409,Male,Other,2014,70,Weapon,0,5,0,0,0,0,3,0,5,0,1
43410,Female,White,2014,70,Weapon,0,1,0,0,0,0,0,0,1,0,0
43411,Male,White,2014,70,Weapon,0,13,3,1,0,0,4,0,13,0,1
4222,Female,Black,2014,71,Assault,0,0,0,0,0,0,0,0,1,0,0
4223,Male,Black,2014,71,Assault,5,17,6,5,0,0,4,0,29,0,1
4224,Male,White,2014,71,Assault,1,1,2,1,0,0,0,0,2,0,0
11563,Female,Black,2014,71,Other,0,0,0,0,0,0,0,0,1,0,0
11564,Male,Black,2014,71,Other,5,5,3,0,0,0,0,0,23,0,1
11565,Male,Hispanic,2014,71,Other,1,0,0,0,0,0,0,0,2,0,0
11566,Male,Other,2014,71,Other,0,1,0,0,0,0,0,0,3,0,0
11567,Male,White,2014,71,Other,0,0,0,0,0,0,0,0,1,0,0
18876,Female,Black,2014,71,Substance,0,0,0,0,0,0,0,0,4,0,2
18877,Male,Black,2014,71,Substance,0,25,5,1,0,0,2,0,47,0,8
18878,Female,Hispanic,2014,71,Substance,0,0,0,0,0,0,0,0,1,0,0
18879,Male,Hispanic,2014,71,Substance,1,1,2,0,0,0,1,0,3,0,1
18880,Female,Other,2014,71,Substance,0,1,0,0,0,0,0,0,1,0,0
18881,Male,Other,2014,71,Substance,0,1,0,0,0,0,0,0,4,0,0
18882,Male,White,2014,71,Substance,0,1,0,0,0,0,0,0,3,0,0
27420,Female,Black,2014,71,Theft,1,2,0,0,0,0,0,0,9,0,1
27421,Male,Black,2014,71,Theft,12,90,15,10,0,3,22,0,144,0,7
27422,Female,Hispanic,2014,71,Theft,0,1,0,0,0,1,1,0,2,0,0
27423,Male,Hispanic,2014,71,Theft,3,3,4,1,0,1,1,0,10,0,0
27424,Female,Other,2014,71,Theft,0,2,0,0,0,0,0,0,2,0,0
27425,Male,Other,2014,71,Theft,0,0,0,0,0,0,0,0,1,0,0
27426,Male,White,2014,71,Theft,0,0,0,0,0,0,0,0,3,0,0
35867,Female,Black,2014,71,Tresspass,0,1,0,0,0,0,0,0,6,0,1
35868,Male,Black,2014,71,Tresspass,10,20,8,8,0,0,6,0,58,0,2
35869,Male,Hispanic,2014,71,Tresspass,1,1,1,1,0,0,1,0,1,0,0
35870,Male,Other,2014,71,Tresspass,1,1,1,0,0,0,0,0,2,0,0
35871,Male,White,2014,71,Tresspass,0,0,0,0,0,0,0,0,1,0,0
43507,Female,Black,2014,71,Weapon,0,1,1,1,0,2,2,0,3,0,1
43508,Male,Black,2014,71,Weapon,10,161,20,9,0,11,23,0,170,0,16
43509,Male,Hispanic,2014,71,Weapon,0,4,1,0,0,0,0,0,4,0,1
43510,Male,Other,2014,71,Weapon,0,2,0,0,0,0,1,0,3,0,0
43511,Unknown,Other,2014,71,Weapon,0,1,0,1,0,0,0,0,1,0,0
43512,Male,White,2014,71,Weapon,0,1,0,0,0,0,0,0,1,0,0
4312,Male,Black,2014,72,Assault,0,1,0,0,0,0,0,0,2,0,1
4313,Female,Hispanic,2014,72,Assault,0,1,1,0,0,0,0,0,1,0,0
4314,Male,Hispanic,2014,72,Assault,0,2,0,1,0,0,1,0,5,0,0
4315,Male,Other,2014,72,Assault,0,5,5,0,0,0,0,0,5,0,0
4316,Male,White,2014,72,Assault,0,2,0,0,0,0,0,0,2,0,0
11656,Male,Black,2014,72,Other,0,0,0,0,0,0,0,0,4,0,0
11657,Male,Hispanic,2014,72,Other,0,2,0,0,0,0,0,0,4,0,1
11658,Male,White,2014,72,Other,0,0,0,0,0,0,0,0,1,0,0
18956,Male,Black,2014,72,Substance,0,1,0,0,0,0,1,0,2,0,0
18957,Male,Hispanic,2014,72,Substance,0,1,0,0,0,0,1,0,3,0,0
27547,Female,Black,2014,72,Theft,0,1,0,0,0,0,1,0,2,0,0
27548,Male,Black,2014,72,Theft,0,14,2,0,0,0,4,0,23,0,2
27549,Unknown,Black,2014,72,Theft,1,2,0,1,0,0,0,0,2,0,0
27550,Female,Hispanic,2014,72,Theft,1,3,0,0,0,0,0,0,5,0,1
27551,Male,Hispanic,2014,72,Theft,4,31,5,2,0,2,7,0,47,0,0
27552,Male,Other,2014,72,Theft,0,3,0,1,0,0,2,0,19,0,1
27553,Unknown,Other,2014,72,Theft,0,2,0,0,0,0,1,0,5,0,1
27554,Male,White,2014,72,Theft,0,8,0,0,0,0,0,0,9,0,0
35947,Male,Black,2014,72,Tresspass,0,1,0,0,0,0,0,0,2,0,0
35948,Female,Hispanic,2014,72,Tresspass,0,1,0,1,0,0,0,0,3,0,0
35949,Male,Hispanic,2014,72,Tresspass,3,3,0,0,0,0,0,0,4,0,0
35950,Female,Other,2014,72,Tresspass,0,1,1,0,0,0,0,0,1,0,0
43604,Male,Black,2014,72,Weapon,0,4,1,0,0,0,2,0,4,0,0
43605,Male,Hispanic,2014,72,Weapon,3,31,4,2,0,0,3,0,32,0,0
43606,Male,Other,2014,72,Weapon,1,3,2,0,0,0,0,0,3,0,0
43607,Unknown,Other,2014,72,Weapon,0,2,0,0,0,0,0,0,2,0,0
43608,Male,White,2014,72,Weapon,0,2,0,0,0,0,1,0,2,0,0
4415,Female,Black,2014,73,Assault,0,2,0,2,0,0,0,0,10,0,0
4416,Male,Black,2014,73,Assault,8,39,4,9,0,1,11,0,73,0,1
4417,Female,Hispanic,2014,73,Assault,0,0,0,0,0,0,0,0,1,0,0
4418,Male,Hispanic,2014,73,Assault,2,4,2,2,0,1,5,0,7,0,0
4419,Male,Other,2014,73,Assault,0,0,0,0,0,0,0,0,1,0,0
4420,Unknown,Other,2014,73,Assault,0,0,0,0,0,0,0,0,1,0,0
11768,Female,Black,2014,73,Other,0,0,0,0,0,0,0,0,2,0,0
11769,Male,Black,2014,73,Other,1,8,5,0,0,0,4,0,21,0,0
11770,Female,Hispanic,2014,73,Other,0,0,0,0,0,0,0,0,1,0,0
11771,Male,Hispanic,2014,73,Other,0,1,0,0,0,0,0,0,1,0,0
19071,Female,Black,2014,73,Substance,0,2,1,2,0,0,2,0,20,0,1
19072,Male,Black,2014,73,Substance,12,20,11,5,0,1,4,0,60,0,3
19073,Female,Hispanic,2014,73,Substance,0,0,0,0,0,0,0,0,4,0,0
19074,Male,Hispanic,2014,73,Substance,6,1,3,0,0,0,0,0,11,0,0
27696,Female,Black,2014,73,Theft,1,2,1,1,0,0,0,0,10,0,1
27697,Male,Black,2014,73,Theft,19,109,18,8,0,0,12,0,183,0,3
27698,Male,Hispanic,2014,73,Theft,1,7,1,2,0,0,1,0,17,0,0
27699,Male,Other,2014,73,Theft,0,3,0,0,0,0,0,0,4,0,0
27700,Unknown,Other,2014,73,Theft,0,1,0,0,0,0,0,0,2,0,0
27701,Male,White,2014,73,Theft,2,3,0,1,0,0,1,0,4,0,0
36061,Female,Black,2014,73,Tresspass,4,1,2,2,0,0,0,0,16,0,1
36062,Male,Black,2014,73,Tresspass,23,38,15,3,0,0,3,0,125,0,3
36063,Unknown,Black,2014,73,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36064,Female,Hispanic,2014,73,Tresspass,1,2,2,2,0,1,1,0,3,0,0
36065,Male,Hispanic,2014,73,Tresspass,4,5,3,2,0,2,2,0,10,0,0
36066,Unknown,Hispanic,2014,73,Tresspass,1,0,0,0,0,0,0,0,1,0,0
36067,Female,Other,2014,73,Tresspass,1,1,1,0,0,0,0,0,1,0,0
36068,Male,Other,2014,73,Tresspass,1,1,1,0,0,0,1,0,2,0,0
36069,Unknown,Other,2014,73,Tresspass,1,1,0,0,0,0,0,0,4,0,0
36070,Male,White,2014,73,Tresspass,1,1,0,0,0,0,0,0,2,0,0
43734,Female,Black,2014,73,Weapon,1,4,1,1,0,0,2,0,8,0,0
43735,Male,Black,2014,73,Weapon,27,192,34,17,0,9,22,0,225,0,2
43736,Female,Hispanic,2014,73,Weapon,0,1,0,0,0,0,0,0,1,0,0
43737,Male,Hispanic,2014,73,Weapon,5,21,4,0,0,0,2,0,28,0,2
43738,Male,Other,2014,73,Weapon,0,3,0,0,0,0,0,0,3,0,0
43739,Unknown,Other,2014,73,Weapon,0,1,0,0,0,0,0,0,1,0,0
43740,Male,White,2014,73,Weapon,0,1,1,0,0,0,0,0,1,0,0
4527,Female,Black,2014,75,Assault,2,2,0,2,0,0,0,0,6,0,0
4528,Male,Black,2014,75,Assault,7,33,4,8,0,0,5,0,52,0,0
4529,Female,Hispanic,2014,75,Assault,0,0,0,0,0,0,0,0,1,0,0
4530,Male,Hispanic,2014,75,Assault,1,6,1,0,0,0,2,0,13,0,0
4531,Male,Other,2014,75,Assault,0,1,0,0,0,0,0,0,1,0,0
4532,Unknown,Other,2014,75,Assault,0,0,0,0,0,0,1,0,1,0,0
4533,Male,White,2014,75,Assault,0,1,0,0,0,0,0,0,1,0,0
11876,Female,Black,2014,75,Other,0,0,0,0,0,0,0,0,1,0,0
11877,Male,Black,2014,75,Other,1,6,1,1,0,0,1,0,8,0,0
11878,Male,Hispanic,2014,75,Other,1,1,1,1,0,0,1,0,3,0,0
11879,Unknown,Other,2014,75,Other,0,1,0,0,0,0,0,0,2,0,0
11880,Male,White,2014,75,Other,0,0,0,0,0,0,0,0,1,0,0
19182,Female,Black,2014,75,Substance,0,1,1,0,0,0,0,0,13,0,0
19183,Male,Black,2014,75,Substance,11,29,6,3,0,1,1,0,49,0,3
19184,Female,Hispanic,2014,75,Substance,0,0,0,0,0,0,0,0,1,0,0
19185,Male,Hispanic,2014,75,Substance,2,2,0,0,0,0,0,0,9,0,1
19186,Male,Other,2014,75,Substance,0,1,0,1,0,0,0,0,1,0,0
19187,Unknown,Other,2014,75,Substance,0,1,1,1,0,0,0,0,2,0,0
27831,Female,Black,2014,75,Theft,5,4,2,2,0,0,3,0,11,0,0
27832,Male,Black,2014,75,Theft,45,123,44,17,0,7,31,0,194,0,8
27833,Unknown,Black,2014,75,Theft,0,2,1,1,0,0,0,0,3,0,0
27834,Female,Hispanic,2014,75,Theft,0,0,0,1,0,0,0,0,8,0,0
27835,Male,Hispanic,2014,75,Theft,9,31,11,10,0,1,8,0,59,0,4
27836,Unknown,Hispanic,2014,75,Theft,0,0,0,0,0,0,0,0,1,0,0
27837,Female,Other,2014,75,Theft,0,1,0,0,0,0,1,0,1,0,0
27838,Male,Other,2014,75,Theft,2,7,3,2,0,1,4,0,10,0,0
27839,Unknown,Other,2014,75,Theft,1,3,0,0,0,2,1,0,5,0,0
27840,Male,White,2014,75,Theft,1,3,1,0,0,0,1,0,7,0,0
27841,Unknown,White,2014,75,Theft,0,0,0,0,0,0,0,0,1,0,0
36185,Female,Black,2014,75,Tresspass,5,2,2,0,0,0,0,0,13,0,1
36186,Male,Black,2014,75,Tresspass,48,27,16,6,0,0,3,0,90,0,3
36187,Unknown,Black,2014,75,Tresspass,1,2,0,0,0,0,0,0,3,0,0
36188,Female,Hispanic,2014,75,Tresspass,2,4,2,3,0,0,1,0,5,0,0
36189,Male,Hispanic,2014,75,Tresspass,14,10,7,4,0,1,3,0,21,0,0
36190,Male,Other,2014,75,Tresspass,1,0,0,0,0,0,0,0,1,0,0
36191,Unknown,Other,2014,75,Tresspass,2,1,0,0,0,0,0,0,4,0,0
36192,Female,White,2014,75,Tresspass,0,0,0,0,0,0,0,0,1,0,0
43868,Female,Black,2014,75,Weapon,0,2,0,0,0,0,1,0,4,0,1
43869,Male,Black,2014,75,Weapon,13,218,24,13,0,7,38,0,248,0,13
43870,Unknown,Black,2014,75,Weapon,1,1,1,0,0,0,0,0,1,0,0
43871,Female,Hispanic,2014,75,Weapon,0,2,1,0,0,0,1,0,3,0,0
43872,Male,Hispanic,2014,75,Weapon,7,39,13,2,0,1,10,0,44,0,1
43873,Unknown,Hispanic,2014,75,Weapon,0,1,0,0,0,0,0,0,1,0,0
43874,Female,Other,2014,75,Weapon,0,1,1,0,0,0,0,0,1,0,0
43875,Male,Other,2014,75,Weapon,0,5,2,1,0,2,3,0,5,0,0
43876,Unknown,Other,2014,75,Weapon,0,1,0,0,0,0,0,0,3,0,0
43877,Female,White,2014,75,Weapon,0,0,0,0,0,0,0,0,1,0,0
43878,Male,White,2014,75,Weapon,1,3,0,0,0,0,1,0,3,0,0
4622,Female,Black,2014,76,Assault,1,1,0,0,0,0,0,0,2,0,0
4623,Male,Black,2014,76,Assault,2,9,1,1,0,0,3,0,14,0,0
4624,Female,Hispanic,2014,76,Assault,0,0,0,0,0,0,0,0,1,0,0
4625,Male,Hispanic,2014,76,Assault,1,3,0,2,0,0,0,0,5,0,0
4626,Male,Other,2014,76,Assault,0,1,1,1,0,0,0,0,2,0,0
4627,Female,White,2014,76,Assault,0,0,0,0,0,0,0,0,1,0,0
11981,Male,Black,2014,76,Other,0,2,2,0,0,0,1,0,10,0,0
11982,Male,Hispanic,2014,76,Other,0,2,0,0,0,0,0,0,3,0,0
11983,Male,Other,2014,76,Other,0,0,0,0,0,0,0,0,1,0,0
11984,Male,White,2014,76,Other,0,0,0,0,0,0,0,0,1,0,0
19284,Female,Black,2014,76,Substance,0,2,0,1,0,0,0,0,3,0,0
19285,Male,Black,2014,76,Substance,2,8,2,4,0,0,2,0,13,0,3
19286,Female,Hispanic,2014,76,Substance,0,2,0,0,0,0,0,0,2,0,1
19287,Male,Hispanic,2014,76,Substance,3,4,2,1,0,0,0,0,11,0,1
19288,Female,Other,2014,76,Substance,0,0,0,0,0,0,0,0,1,0,0
19289,Male,Other,2014,76,Substance,0,0,0,0,0,0,0,0,2,0,0
19290,Male,White,2014,76,Substance,1,1,1,1,0,0,1,0,3,0,0
27974,Female,Black,2014,76,Theft,0,2,2,0,0,0,1,0,7,0,0
27975,Male,Black,2014,76,Theft,8,49,7,0,0,0,4,0,92,0,1
27976,Female,Hispanic,2014,76,Theft,0,2,1,0,0,0,2,0,9,0,0
27977,Male,Hispanic,2014,76,Theft,1,53,6,6,0,0,4,0,83,0,1
27978,Unknown,Hispanic,2014,76,Theft,0,2,1,1,0,0,1,0,3,0,0
27979,Male,Other,2014,76,Theft,1,2,0,0,0,0,0,0,6,0,0
27980,Unknown,Other,2014,76,Theft,0,1,0,0,0,0,0,0,1,0,0
27981,Female,White,2014,76,Theft,0,3,0,1,0,0,2,0,4,0,0
27982,Male,White,2014,76,Theft,0,20,4,3,0,0,5,0,41,0,2
27983,Unknown,White,2014,76,Theft,0,0,0,0,0,0,0,0,1,0,0
36281,Female,Black,2014,76,Tresspass,1,1,1,0,0,0,0,0,2,0,0
36282,Male,Black,2014,76,Tresspass,3,4,1,2,0,0,0,0,8,0,0
36283,Female,Hispanic,2014,76,Tresspass,2,2,1,1,0,0,0,0,2,0,0
36284,Male,Hispanic,2014,76,Tresspass,3,2,2,0,0,0,0,0,4,0,0
36285,Male,White,2014,76,Tresspass,1,1,1,1,0,0,0,0,2,0,0
43986,Female,Black,2014,76,Weapon,0,5,0,0,0,0,1,0,5,0,0
43987,Male,Black,2014,76,Weapon,1,24,6,5,0,0,4,0,35,0,2
43988,Unknown,Black,2014,76,Weapon,0,0,0,0,0,0,0,0,1,0,0
43989,Female,Hispanic,2014,76,Weapon,0,3,0,0,0,0,0,0,3,0,0
43990,Male,Hispanic,2014,76,Weapon,2,25,8,0,0,1,3,0,30,0,0
43991,Male,Other,2014,76,Weapon,0,1,0,0,0,0,0,0,1,0,0
43992,Unknown,Other,2014,76,Weapon,0,1,0,0,0,0,0,0,1,0,0
43993,Female,White,2014,76,Weapon,0,0,0,0,0,0,0,0,1,0,0
43994,Male,White,2014,76,Weapon,1,11,4,1,0,0,1,0,11,0,1
4721,Female,Black,2014,77,Assault,0,1,0,0,0,0,1,0,2,0,0
4722,Male,Black,2014,77,Assault,2,9,1,6,0,0,4,0,21,0,0
4723,Male,Hispanic,2014,77,Assault,1,0,0,0,0,0,0,0,2,0,0
4724,Male,White,2014,77,Assault,0,1,0,1,0,0,0,0,1,0,0
12083,Male,Black,2014,77,Other,3,11,3,5,0,0,3,0,13,0,1
12084,Male,Hispanic,2014,77,Other,0,0,1,0,0,0,1,0,2,0,0
12085,Male,White,2014,77,Other,0,0,0,0,0,0,0,0,2,0,0
19395,Female,Black,2014,77,Substance,1,0,0,0,0,0,0,0,3,0,0
19396,Male,Black,2014,77,Substance,10,16,10,1,0,0,1,0,32,0,0
19397,Female,Hispanic,2014,77,Substance,0,0,0,0,0,0,0,0,1,0,0
19398,Male,Hispanic,2014,77,Substance,0,2,1,0,0,0,0,0,3,0,0
19399,Male,Other,2014,77,Substance,0,0,0,0,0,0,0,0,1,0,0
19400,Male,White,2014,77,Substance,0,1,0,0,0,0,0,0,1,0,0
28115,Female,Black,2014,77,Theft,0,3,0,1,0,0,1,0,9,0,0
28116,Male,Black,2014,77,Theft,4,40,3,7,0,2,11,0,100,0,2
28117,Male,Hispanic,2014,77,Theft,1,1,0,0,0,0,0,0,8,0,0
28118,Male,Other,2014,77,Theft,0,1,0,0,0,0,0,0,1,0,0
28119,Male,White,2014,77,Theft,0,0,0,0,0,0,0,0,5,0,0
36393,Female,Black,2014,77,Tresspass,2,1,1,1,0,0,0,0,10,0,0
36394,Male,Black,2014,77,Tresspass,14,12,8,1,0,0,1,0,35,0,2
36395,Male,Hispanic,2014,77,Tresspass,2,3,2,2,0,0,0,0,4,0,1
36396,Male,White,2014,77,Tresspass,0,1,0,0,0,0,0,0,1,0,0
44104,Female,Black,2014,77,Weapon,1,6,1,1,0,1,3,0,8,0,0
44105,Male,Black,2014,77,Weapon,13,89,19,5,0,12,27,0,97,0,5
44106,Male,Hispanic,2014,77,Weapon,2,6,2,0,0,1,2,0,6,0,0
44107,Male,Other,2014,77,Weapon,0,2,0,0,0,0,0,0,2,0,0
44108,Male,White,2014,77,Weapon,0,3,1,0,0,0,1,0,3,0,1
4820,Male,Black,2014,78,Assault,0,8,0,0,0,0,4,0,14,0,0
4821,Female,Hispanic,2014,78,Assault,0,0,0,0,0,0,0,0,1,0,0
4822,Male,Hispanic,2014,78,Assault,0,2,0,0,0,0,0,0,3,0,0
12181,Male,Black,2014,78,Other,0,1,0,0,0,0,0,0,2,0,0
12182,Female,Hispanic,2014,78,Other,0,0,0,0,0,0,0,0,1,0,0
12183,Male,Hispanic,2014,78,Other,1,0,0,0,0,0,0,0,2,0,0
12184,Male,Other,2014,78,Other,0,1,0,0,0,0,0,0,3,0,1
12185,Male,White,2014,78,Other,0,0,0,0,0,0,0,0,3,0,0
19490,Male,Black,2014,78,Substance,0,3,0,0,0,0,0,0,6,0,0
19491,Male,Hispanic,2014,78,Substance,0,3,0,0,0,0,0,0,3,0,0
19492,Unknown,Other,2014,78,Substance,0,1,1,0,0,0,0,0,1,0,0
19493,Female,White,2014,78,Substance,0,0,0,0,0,0,0,0,1,0,0
19494,Male,White,2014,78,Substance,0,1,0,1,0,0,0,0,2,0,0
28242,Female,Black,2014,78,Theft,1,2,1,1,0,1,1,0,9,0,0
28243,Male,Black,2014,78,Theft,5,16,1,2,0,0,3,0,43,0,0
28244,Male,Hispanic,2014,78,Theft,1,13,2,1,0,0,2,0,26,0,2
28245,Unknown,Hispanic,2014,78,Theft,0,0,1,0,0,0,0,0,2,0,0
28246,Female,Other,2014,78,Theft,0,0,0,0,0,0,0,0,1,0,0
28247,Male,Other,2014,78,Theft,0,0,0,0,0,0,0,0,1,0,0
28248,Unknown,Other,2014,78,Theft,0,0,0,0,0,0,0,0,4,0,0
28249,Female,White,2014,78,Theft,0,0,0,0,0,0,0,0,2,0,0
28250,Male,White,2014,78,Theft,0,0,0,0,0,0,0,0,4,0,0
36484,Male,Black,2014,78,Tresspass,1,1,1,0,0,0,0,0,4,0,0
36485,Female,White,2014,78,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36486,Male,White,2014,78,Tresspass,0,0,0,0,0,0,0,0,1,0,0
44218,Male,Black,2014,78,Weapon,0,11,0,0,0,2,1,0,15,0,0
44219,Male,Hispanic,2014,78,Weapon,0,5,2,1,0,0,1,0,7,0,0
