"","Precinct","Population","Area","White","Black","Hisp","Other","Year","WhiteA","BlackA","HispA","OtherA","TotalA"
"345",40,91497,2.07684180273771,1428,23680,64887,719,2017,1,72,40,1,114
"343",40,91497,2.07684180273771,1428,23680,64887,719,2018,1,45,57,1,104
"336",40,91497,2.07684180273771,1428,23680,64887,719,2019,1,46,43,0,90
"339",40,91497,2.07684180273771,1428,23680,64887,719,2020,0,54,43,2,99
"353",41,52246,2.13659507826566,694,11536,39089,433,2005,9,124,147,1,281
"360",41,52246,2.13659507826566,694,11536,39089,433,2006,10,98,112,5,225
"347",41,52246,2.13659507826566,694,11536,39089,433,2007,5,86,140,13,244
"354",41,52246,2.13659507826566,694,11536,39089,433,2008,7,206,269,45,527
"352",41,52246,2.13659507826566,694,11536,39089,433,2009,10,172,227,56,465
"351",41,52246,2.13659507826566,694,11536,39089,433,2010,6,210,356,52,624
"349",41,52246,2.13659507826566,694,11536,39089,433,2011,7,172,286,38,503
"356",41,52246,2.13659507826566,694,11536,39089,433,2012,14,162,200,28,404
"348",41,52246,2.13659507826566,694,11536,39089,433,2013,5,44,55,5,109
"359",41,52246,2.13659507826566,694,11536,39089,433,2014,0,27,47,5,79
"346",41,52246,2.13659507826566,694,11536,39089,433,2015,2,37,40,0,79
"355",41,52246,2.13659507826566,694,11536,39089,433,2017,1,8,11,0,20
"357",41,52246,2.13659507826566,694,11536,39089,433,2018,0,9,14,0,23
"350",41,52246,2.13659507826566,694,11536,39089,433,2019,1,16,18,0,35
"358",41,52246,2.13659507826566,694,11536,39089,433,2020,0,17,9,0,26
"366",42,79762,1.54090878184633,918,31387,46013,610,2005,3,231,109,26,369
"373",42,79762,1.54090878184633,918,31387,46013,610,2006,5,292,174,32,503
"363",42,79762,1.54090878184633,918,31387,46013,610,2007,6,330,176,20,532
"368",42,79762,1.54090878184633,918,31387,46013,610,2008,5,397,202,36,640
"375",42,79762,1.54090878184633,918,31387,46013,610,2009,2,264,147,10,423
"365",42,79762,1.54090878184633,918,31387,46013,610,2010,5,517,259,29,810
"367",42,79762,1.54090878184633,918,31387,46013,610,2011,9,479,275,23,786
"374",42,79762,1.54090878184633,918,31387,46013,610,2012,9,412,251,15,687
"362",42,79762,1.54090878184633,918,31387,46013,610,2013,3,162,118,8,291
"372",42,79762,1.54090878184633,918,31387,46013,610,2014,3,128,103,11,245
"361",42,79762,1.54090878184633,918,31387,46013,610,2015,0,88,56,9,153
"369",42,79762,1.54090878184633,918,31387,46013,610,2017,1,60,39,0,100
"370",42,79762,1.54090878184633,918,31387,46013,610,2018,0,41,20,0,61
"364",42,79762,1.54090878184633,918,31387,46013,610,2019,2,60,34,1,97
"371",42,79762,1.54090878184633,918,31387,46013,610,2020,1,51,23,0,75
"385",43,172122,3.89595784601951,4739,53042,99213,10499,2005,5,174,151,22,352
"382",43,172122,3.89595784601951,4739,53042,99213,10499,2006,22,360,297,28,707
"378",43,172122,3.89595784601951,4739,53042,99213,10499,2007,17,361,337,13,728
"384",43,172122,3.89595784601951,4739,53042,99213,10499,2008,19,374,355,46,794
"389",43,172122,3.89595784601951,4739,53042,99213,10499,2009,29,507,475,39,1050
"376",43,172122,3.89595784601951,4739,53042,99213,10499,2010,24,512,474,62,1072
"386",43,172122,3.89595784601951,4739,53042,99213,10499,2011,21,502,600,77,1200
"383",43,172122,3.89595784601951,4739,53042,99213,10499,2012,14,382,398,24,818
"377",43,172122,3.89595784601951,4739,53042,99213,10499,2013,3,153,125,8,289
"388",43,172122,3.89595784601951,4739,53042,99213,10499,2014,1,75,75,3,154
"381",43,172122,3.89595784601951,4739,53042,99213,10499,2015,2,83,86,10,181
"387",43,172122,3.89595784601951,4739,53042,99213,10499,2017,0,14,22,2,38
"390",43,172122,3.89595784601951,4739,53042,99213,10499,2018,1,65,42,2,110
"379",43,172122,3.89595784601951,4739,53042,99213,10499,2019,2,41,37,0,80
"380",43,172122,3.89595784601951,4739,53042,99213,10499,2020,2,52,32,0,86
"395",44,146441,1.90921118010283,2193,47344,92338,2568,2005,11,83,86,23,203
"402",44,146441,1.90921118010283,2193,47344,92338,2568,2006,6,132,104,9,251
"392",44,146441,1.90921118010283,2193,47344,92338,2568,2007,6,165,141,31,343
"393",44,146441,1.90921118010283,2193,47344,92338,2568,2008,5,195,140,39,379
"403",44,146441,1.90921118010283,2193,47344,92338,2568,2009,9,231,227,48,515
"399",44,146441,1.90921118010283,2193,47344,92338,2568,2010,16,587,536,63,1202
"396",44,146441,1.90921118010283,2193,47344,92338,2568,2011,32,628,534,70,1264
"405",44,146441,1.90921118010283,2193,47344,92338,2568,2012,37,582,671,45,1335
"394",44,146441,1.90921118010283,2193,47344,92338,2568,2013,18,220,315,10,563
"401",44,146441,1.90921118010283,2193,47344,92338,2568,2014,2,87,102,0,191
"397",44,146441,1.90921118010283,2193,47344,92338,2568,2015,1,33,29,0,63
"398",44,146441,1.90921118010283,2193,47344,92338,2568,2017,1,38,42,1,82
"404",44,146441,1.90921118010283,2193,47344,92338,2568,2018,3,30,38,0,71
"391",44,146441,1.90921118010283,2193,47344,92338,2568,2019,1,35,29,1,66
"400",44,146441,1.90921118010283,2193,47344,92338,2568,2020,0,20,29,0,49
"406",45,120833,9.3352139559453,41615,26967,44175,5816,2005,24,52,45,19,140
"420",45,120833,9.3352139559453,41615,26967,44175,5816,2006,41,70,76,17,204
"407",45,120833,9.3352139559453,41615,26967,44175,5816,2007,33,50,65,13,161
"408",45,120833,9.3352139559453,41615,26967,44175,5816,2008,29,62,74,9,174
"409",45,120833,9.3352139559453,41615,26967,44175,5816,2009,41,90,100,14,245
"412",45,120833,9.3352139559453,41615,26967,44175,5816,2010,53,127,130,8,318
"418",45,120833,9.3352139559453,41615,26967,44175,5816,2011,67,128,135,16,346
"413",45,120833,9.3352139559453,41615,26967,44175,5816,2012,58,144,105,16,323
"410",45,120833,9.3352139559453,41615,26967,44175,5816,2013,19,32,38,2,91
"415",45,120833,9.3352139559453,41615,26967,44175,5816,2014,7,21,11,2,41
"411",45,120833,9.3352139559453,41615,26967,44175,5816,2015,6,8,13,1,28
"419",45,120833,9.3352139559453,41615,26967,44175,5816,2017,0,9,5,2,16
"417",45,120833,9.3352139559453,41615,26967,44175,5816,2018,2,8,4,0,14
"416",45,120833,9.3352139559453,41615,26967,44175,5816,2019,4,13,14,0,31
"414",45,120833,9.3352139559453,41615,26967,44175,5816,2020,2,15,6,0,23
"428",46,128200,1.31761625093656,1791,36795,85600,2267,2005,10,222,208,7,447
"429",46,128200,1.31761625093656,1791,36795,85600,2267,2006,4,189,195,19,407
"421",46,128200,1.31761625093656,1791,36795,85600,2267,2007,8,225,231,45,509
"427",46,128200,1.31761625093656,1791,36795,85600,2267,2008,7,160,186,36,389
"424",46,128200,1.31761625093656,1791,36795,85600,2267,2009,15,215,238,52,520
"423",46,128200,1.31761625093656,1791,36795,85600,2267,2010,9,222,229,22,482
"432",46,128200,1.31761625093656,1791,36795,85600,2267,2011,1,148,163,1,313
"434",46,128200,1.31761625093656,1791,36795,85600,2267,2012,3,118,121,14,256
"430",46,128200,1.31761625093656,1791,36795,85600,2267,2013,1,35,34,2,72
"435",46,128200,1.31761625093656,1791,36795,85600,2267,2014,0,22,23,0,45
"425",46,128200,1.31761625093656,1791,36795,85600,2267,2015,1,13,13,0,27
"422",46,128200,1.31761625093656,1791,36795,85600,2267,2017,2,44,45,4,95
"433",46,128200,1.31761625093656,1791,36795,85600,2267,2018,0,42,37,1,80
"426",46,128200,1.31761625093656,1791,36795,85600,2267,2019,2,37,31,0,70
"431",46,128200,1.31761625093656,1791,36795,85600,2267,2020,6,51,44,2,103
"437",47,152374,5.51972817766751,10871,99102,34919,3509,2005,18,219,51,29,317
"436",47,152374,5.51972817766751,10871,99102,34919,3509,2006,13,251,70,15,349
"441",47,152374,5.51972817766751,10871,99102,34919,3509,2007,23,335,105,11,474
"442",47,152374,5.51972817766751,10871,99102,34919,3509,2008,11,406,126,31,574
"439",47,152374,5.51972817766751,10871,99102,34919,3509,2009,14,328,102,14,458
"446",47,152374,5.51972817766751,10871,99102,34919,3509,2010,29,927,164,47,1167
"440",47,152374,5.51972817766751,10871,99102,34919,3509,2011,20,706,163,30,919
"443",47,152374,5.51972817766751,10871,99102,34919,3509,2012,15,461,132,21,629
"448",47,152374,5.51972817766751,10871,99102,34919,3509,2013,4,203,28,5,240
"450",47,152374,5.51972817766751,10871,99102,34919,3509,2014,2,108,52,6,168
"444",47,152374,5.51972817766751,10871,99102,34919,3509,2015,2,147,58,6,213
"445",47,152374,5.51972817766751,10871,99102,34919,3509,2017,0,40,11,1,52
"449",47,152374,5.51972817766751,10871,99102,34919,3509,2018,0,17,5,0,22
"438",47,152374,5.51972817766751,10871,99102,34919,3509,2019,0,57,18,0,75
"447",47,152374,5.51972817766751,10871,99102,34919,3509,2020,0,48,14,0,62
"463",48,83266,1.48650517866485,6219,21548,53447,1124,2005,5,53,57,22,137
"464",48,83266,1.48650517866485,6219,21548,53447,1124,2006,6,80,85,0,171
"452",48,83266,1.48650517866485,6219,21548,53447,1124,2007,5,95,88,5,193
"451",48,83266,1.48650517866485,6219,21548,53447,1124,2008,6,105,105,7,223
"454",48,83266,1.48650517866485,6219,21548,53447,1124,2009,7,115,139,7,268
"459",48,83266,1.48650517866485,6219,21548,53447,1124,2010,14,173,254,61,502
"465",48,83266,1.48650517866485,6219,21548,53447,1124,2011,23,156,145,29,353
"456",48,83266,1.48650517866485,6219,21548,53447,1124,2012,3,92,89,9,193
"461",48,83266,1.48650517866485,6219,21548,53447,1124,2013,1,27,33,1,62
"457",48,83266,1.48650517866485,6219,21548,53447,1124,2014,2,15,7,3,27
"458",48,83266,1.48650517866485,6219,21548,53447,1124,2015,1,9,11,0,21
"460",48,83266,1.48650517866485,6219,21548,53447,1124,2017,1,25,19,0,45
"455",48,83266,1.48650517866485,6219,21548,53447,1124,2018,3,20,24,0,47
"453",48,83266,1.48650517866485,6219,21548,53447,1124,2019,2,34,22,0,58
"462",48,83266,1.48650517866485,6219,21548,53447,1124,2020,0,29,18,0,47
"468",49,114712,3.6378204439109,31212,23367,48721,8996,2005,10,74,42,1,127
"469",49,114712,3.6378204439109,31212,23367,48721,8996,2006,14,66,52,6,138
"467",49,114712,3.6378204439109,31212,23367,48721,8996,2007,10,78,71,1,160
"472",49,114712,3.6378204439109,31212,23367,48721,8996,2008,16,96,96,8,216
"477",49,114712,3.6378204439109,31212,23367,48721,8996,2009,24,179,134,20,357
"476",49,114712,3.6378204439109,31212,23367,48721,8996,2010,38,205,181,29,453
"473",49,114712,3.6378204439109,31212,23367,48721,8996,2011,42,174,147,15,378
"474",49,114712,3.6378204439109,31212,23367,48721,8996,2012,44,158,132,15,349
"478",49,114712,3.6378204439109,31212,23367,48721,8996,2013,16,45,42,3,106
"479",49,114712,3.6378204439109,31212,23367,48721,8996,2014,5,28,24,2,59
"470",49,114712,3.6378204439109,31212,23367,48721,8996,2015,16,29,56,4,105
"475",49,114712,3.6378204439109,31212,23367,48721,8996,2017,7,50,38,1,96
"471",49,114712,3.6378204439109,31212,23367,48721,8996,2018,5,16,17,0,38
"466",49,114712,3.6378204439109,31212,23367,48721,8996,2019,2,31,18,0,51
"480",49,114712,3.6378204439109,31212,23367,48721,8996,2020,8,29,7,0,44
"482",50,101720,4.69122339432268,39181,11432,44156,5194,2005,15,23,71,5,114
"488",50,101720,4.69122339432268,39181,11432,44156,5194,2006,0,3,6,0,9
"485",50,101720,4.69122339432268,39181,11432,44156,5194,2007,13,16,52,1,82
"481",50,101720,4.69122339432268,39181,11432,44156,5194,2008,26,56,84,4,170
"483",50,101720,4.69122339432268,39181,11432,44156,5194,2009,27,65,110,6,208
"489",50,101720,4.69122339432268,39181,11432,44156,5194,2010,42,76,139,7,264
"487",50,101720,4.69122339432268,39181,11432,44156,5194,2011,36,84,177,7,304
"491",50,101720,4.69122339432268,39181,11432,44156,5194,2012,22,56,115,10,203
"494",50,101720,4.69122339432268,39181,11432,44156,5194,2013,5,29,38,4,76
"492",50,101720,4.69122339432268,39181,11432,44156,5194,2014,1,3,10,0,14
"484",50,101720,4.69122339432268,39181,11432,44156,5194,2015,2,5,6,0,13
"490",50,101720,4.69122339432268,39181,11432,44156,5194,2017,1,4,5,0,10
"486",50,101720,4.69122339432268,39181,11432,44156,5194,2018,1,2,5,0,8
"493",50,101720,4.69122339432268,39181,11432,44156,5194,2019,4,10,16,0,30
"495",50,101720,4.69122339432268,39181,11432,44156,5194,2020,3,12,19,0,34
"499",52,139307,2.7367897704634,10034,26171,90981,9506,2005,11,75,111,24,221
"497",52,139307,2.7367897704634,10034,26171,90981,9506,2006,7,48,99,6,160
"498",52,139307,2.7367897704634,10034,26171,90981,9506,2007,19,102,188,21,330
"506",52,139307,2.7367897704634,10034,26171,90981,9506,2008,15,130,258,29,432
"502",52,139307,2.7367897704634,10034,26171,90981,9506,2009,19,154,238,28,439
"503",52,139307,2.7367897704634,10034,26171,90981,9506,2010,25,275,505,30,835
"500",52,139307,2.7367897704634,10034,26171,90981,9506,2011,28,223,377,29,657
"504",52,139307,2.7367897704634,10034,26171,90981,9506,2012,14,142,277,13,446
"508",52,139307,2.7367897704634,10034,26171,90981,9506,2013,7,59,89,4,159
"509",52,139307,2.7367897704634,10034,26171,90981,9506,2014,1,14,21,3,39
"496",52,139307,2.7367897704634,10034,26171,90981,9506,2015,3,5,13,0,21
"510",52,139307,2.7367897704634,10034,26171,90981,9506,2017,1,30,30,0,61
"505",52,139307,2.7367897704634,10034,26171,90981,9506,2018,0,17,30,0,47
"507",52,139307,2.7367897704634,10034,26171,90981,9506,2019,3,28,29,2,62
"501",52,139307,2.7367897704634,10034,26171,90981,9506,2020,2,31,62,1,96
"514",60,104278,3.03141735060217,59405,13401,17423,12493,2005,105,210,117,18,450
"520",60,104278,3.03141735060217,59405,13401,17423,12493,2006,70,159,92,13,334
"511",60,104278,3.03141735060217,59405,13401,17423,12493,2007,73,105,71,14,263
