"","Precinct","Population","Area","White","Black","Hisp","Other","Year","WhiteA","BlackA","HispA","OtherA","TotalA"
"845",94,56247,2.25643604447759,40844,1688,9088,3365,2019,14,14,11,1,40
"849",94,56247,2.25643604447759,40844,1688,9088,3365,2020,6,14,12,0,32
"856",100,47913,7.19864537685984,26793,11609,7161,1428,2005,38,134,35,1,208
"866",100,47913,7.19864537685984,26793,11609,7161,1428,2006,34,136,27,0,197
"859",100,47913,7.19864537685984,26793,11609,7161,1428,2007,45,150,28,1,224
"858",100,47913,7.19864537685984,26793,11609,7161,1428,2008,27,182,32,0,241
"867",100,47913,7.19864537685984,26793,11609,7161,1428,2009,44,212,41,4,301
"868",100,47913,7.19864537685984,26793,11609,7161,1428,2010,65,213,55,2,335
"864",100,47913,7.19864537685984,26793,11609,7161,1428,2011,58,235,64,3,360
"869",100,47913,7.19864537685984,26793,11609,7161,1428,2012,39,163,28,4,234
"863",100,47913,7.19864537685984,26793,11609,7161,1428,2013,15,64,24,0,103
"860",100,47913,7.19864537685984,26793,11609,7161,1428,2014,7,18,4,0,29
"857",100,47913,7.19864537685984,26793,11609,7161,1428,2015,3,11,3,0,17
"862",100,47913,7.19864537685984,26793,11609,7161,1428,2017,6,24,6,0,36
"870",100,47913,7.19864537685984,26793,11609,7161,1428,2018,5,25,6,0,36
"865",100,47913,7.19864537685984,26793,11609,7161,1428,2019,2,20,9,1,32
"861",100,47913,7.19864537685984,26793,11609,7161,1428,2020,1,22,2,0,25
"876",101,67065,2.91790027094447,13666,33054,16941,1499,2005,6,242,32,8,288
"885",101,67065,2.91790027094447,13666,33054,16941,1499,2006,29,478,61,20,588
"871",101,67065,2.91790027094447,13666,33054,16941,1499,2007,20,483,55,7,565
"872",101,67065,2.91790027094447,13666,33054,16941,1499,2008,15,527,64,4,610
"877",101,67065,2.91790027094447,13666,33054,16941,1499,2009,7,716,59,12,794
"879",101,67065,2.91790027094447,13666,33054,16941,1499,2010,9,692,64,30,795
"883",101,67065,2.91790027094447,13666,33054,16941,1499,2011,4,460,51,17,532
"874",101,67065,2.91790027094447,13666,33054,16941,1499,2012,4,338,54,8,404
"878",101,67065,2.91790027094447,13666,33054,16941,1499,2013,6,182,38,8,234
"880",101,67065,2.91790027094447,13666,33054,16941,1499,2014,4,58,12,2,76
"875",101,67065,2.91790027094447,13666,33054,16941,1499,2015,1,26,3,0,30
"873",101,67065,2.91790027094447,13666,33054,16941,1499,2017,0,13,3,0,16
"882",101,67065,2.91790027094447,13666,33054,16941,1499,2018,0,15,2,0,17
"884",101,67065,2.91790027094447,13666,33054,16941,1499,2019,2,70,12,0,84
"881",101,67065,2.91790027094447,13666,33054,16941,1499,2020,1,32,6,0,39
"894",102,144008,4.5835695449687,28493,12021,58767,32410,2005,20,67,73,90,250
"898",102,144008,4.5835695449687,28493,12021,58767,32410,2006,59,104,202,94,459
"897",102,144008,4.5835695449687,28493,12021,58767,32410,2007,72,114,259,104,549
"887",102,144008,4.5835695449687,28493,12021,58767,32410,2008,71,130,367,176,744
"896",102,144008,4.5835695449687,28493,12021,58767,32410,2009,100,159,425,246,930
"892",102,144008,4.5835695449687,28493,12021,58767,32410,2010,89,188,361,246,884
"893",102,144008,4.5835695449687,28493,12021,58767,32410,2011,80,140,333,185,738
"888",102,144008,4.5835695449687,28493,12021,58767,32410,2012,68,161,389,204,822
"889",102,144008,4.5835695449687,28493,12021,58767,32410,2013,33,58,149,83,323
"899",102,144008,4.5835695449687,28493,12021,58767,32410,2014,20,25,93,31,169
"886",102,144008,4.5835695449687,28493,12021,58767,32410,2015,5,12,32,14,63
"900",102,144008,4.5835695449687,28493,12021,58767,32410,2017,2,4,4,0,10
"891",102,144008,4.5835695449687,28493,12021,58767,32410,2018,5,4,8,0,17
"890",102,144008,4.5835695449687,28493,12021,58767,32410,2019,0,21,16,0,37
"895",102,144008,4.5835695449687,28493,12021,58767,32410,2020,2,7,10,0,19
"908",103,105803,3.46984140849039,2765,45835,29343,18584,2005,16,546,113,93,768
"904",103,105803,3.46984140849039,2765,45835,29343,18584,2006,47,494,110,35,686
"907",103,105803,3.46984140849039,2765,45835,29343,18584,2007,29,408,82,58,577
"901",103,105803,3.46984140849039,2765,45835,29343,18584,2008,15,462,86,39,602
"911",103,105803,3.46984140849039,2765,45835,29343,18584,2009,11,549,209,51,820
"905",103,105803,3.46984140849039,2765,45835,29343,18584,2010,26,797,212,94,1129
"913",103,105803,3.46984140849039,2765,45835,29343,18584,2011,34,865,189,110,1198
"909",103,105803,3.46984140849039,2765,45835,29343,18584,2012,22,713,220,89,1044
"903",103,105803,3.46984140849039,2765,45835,29343,18584,2013,15,251,76,40,382
"906",103,105803,3.46984140849039,2765,45835,29343,18584,2014,0,25,8,2,35
"902",103,105803,3.46984140849039,2765,45835,29343,18584,2015,0,12,1,0,13
"910",103,105803,3.46984140849039,2765,45835,29343,18584,2017,2,17,6,0,25
"915",103,105803,3.46984140849039,2765,45835,29343,18584,2018,1,12,8,0,21
"914",103,105803,3.46984140849039,2765,45835,29343,18584,2019,1,34,9,0,44
"912",103,105803,3.46984140849039,2765,45835,29343,18584,2020,1,57,11,0,69
"916",104,170190,7.23745337496307,93378,2368,58947,13372,2005,36,12,60,9,117
"919",104,170190,7.23745337496307,93378,2368,58947,13372,2006,66,36,117,11,230
"923",104,170190,7.23745337496307,93378,2368,58947,13372,2007,104,21,128,6,259
"925",104,170190,7.23745337496307,93378,2368,58947,13372,2008,78,21,130,8,237
"927",104,170190,7.23745337496307,93378,2368,58947,13372,2009,111,36,231,11,389
"928",104,170190,7.23745337496307,93378,2368,58947,13372,2010,95,38,195,4,332
"924",104,170190,7.23745337496307,93378,2368,58947,13372,2011,162,51,327,19,559
"929",104,170190,7.23745337496307,93378,2368,58947,13372,2012,160,33,236,11,440
"918",104,170190,7.23745337496307,93378,2368,58947,13372,2013,55,27,100,11,193
"922",104,170190,7.23745337496307,93378,2368,58947,13372,2014,32,23,67,0,122
"917",104,170190,7.23745337496307,93378,2368,58947,13372,2015,8,6,18,0,32
"920",104,170190,7.23745337496307,93378,2368,58947,13372,2017,7,7,18,0,32
"921",104,170190,7.23745337496307,93378,2368,58947,13372,2018,0,2,2,0,4
"930",104,170190,7.23745337496307,93378,2368,58947,13372,2019,11,7,41,0,59
"926",104,170190,7.23745337496307,93378,2368,58947,13372,2020,11,16,26,1,54
"945",105,188582,11.9428607915491,24611,104029,22337,28483,2005,15,216,34,27,292
"934",105,188582,11.9428607915491,24611,104029,22337,28483,2006,10,201,23,25,259
"933",105,188582,11.9428607915491,24611,104029,22337,28483,2007,38,215,32,26,311
"939",105,188582,11.9428607915491,24611,104029,22337,28483,2008,36,343,46,49,474
"941",105,188582,11.9428607915491,24611,104029,22337,28483,2009,91,584,103,76,854
"940",105,188582,11.9428607915491,24611,104029,22337,28483,2010,50,664,76,52,842
"936",105,188582,11.9428607915491,24611,104029,22337,28483,2011,47,802,78,84,1011
"944",105,188582,11.9428607915491,24611,104029,22337,28483,2012,38,695,57,81,871
"931",105,188582,11.9428607915491,24611,104029,22337,28483,2013,18,230,24,34,306
"932",105,188582,11.9428607915491,24611,104029,22337,28483,2014,13,128,35,8,184
"942",105,188582,11.9428607915491,24611,104029,22337,28483,2015,5,90,8,3,106
"938",105,188582,11.9428607915491,24611,104029,22337,28483,2017,3,28,3,1,35
"943",105,188582,11.9428607915491,24611,104029,22337,28483,2018,1,22,2,0,25
"935",105,188582,11.9428607915491,24611,104029,22337,28483,2019,3,46,1,0,50
"937",105,188582,11.9428607915491,24611,104029,22337,28483,2020,3,49,6,0,58
"960",106,122441,5.92700582277038,31739,20990,28309,23519,2005,26,93,56,73,248
"948",106,122441,5.92700582277038,31739,20990,28309,23519,2006,45,117,94,75,331
"949",106,122441,5.92700582277038,31739,20990,28309,23519,2007,56,137,98,101,392
"953",106,122441,5.92700582277038,31739,20990,28309,23519,2008,62,130,94,114,400
"958",106,122441,5.92700582277038,31739,20990,28309,23519,2009,54,128,101,128,411
"954",106,122441,5.92700582277038,31739,20990,28309,23519,2010,46,156,97,160,459
"955",106,122441,5.92700582277038,31739,20990,28309,23519,2011,36,85,54,90,265
"959",106,122441,5.92700582277038,31739,20990,28309,23519,2012,38,117,65,84,304
"951",106,122441,5.92700582277038,31739,20990,28309,23519,2013,25,62,35,40,162
"947",106,122441,5.92700582277038,31739,20990,28309,23519,2014,28,48,26,43,145
"956",106,122441,5.92700582277038,31739,20990,28309,23519,2015,17,44,35,30,126
"952",106,122441,5.92700582277038,31739,20990,28309,23519,2017,4,14,6,12,36
"957",106,122441,5.92700582277038,31739,20990,28309,23519,2018,3,14,3,0,20
"950",106,122441,5.92700582277038,31739,20990,28309,23519,2019,7,18,14,1,40
"946",106,122441,5.92700582277038,31739,20990,28309,23519,2020,0,17,17,0,34
"974",107,151107,7.13423647491846,52871,19107,25621,47482,2005,21,80,33,27,161
"962",107,151107,7.13423647491846,52871,19107,25621,47482,2006,33,151,48,29,261
"963",107,151107,7.13423647491846,52871,19107,25621,47482,2007,38,123,73,28,262
"973",107,151107,7.13423647491846,52871,19107,25621,47482,2008,26,97,68,27,218
"972",107,151107,7.13423647491846,52871,19107,25621,47482,2009,28,127,64,27,246
"968",107,151107,7.13423647491846,52871,19107,25621,47482,2010,44,169,78,46,337
"969",107,151107,7.13423647491846,52871,19107,25621,47482,2011,42,176,84,63,365
"975",107,151107,7.13423647491846,52871,19107,25621,47482,2012,68,155,67,31,321
"964",107,151107,7.13423647491846,52871,19107,25621,47482,2013,20,76,35,38,169
"965",107,151107,7.13423647491846,52871,19107,25621,47482,2014,26,52,38,23,139
"970",107,151107,7.13423647491846,52871,19107,25621,47482,2015,7,18,6,10,41
"966",107,151107,7.13423647491846,52871,19107,25621,47482,2017,1,3,5,1,10
"971",107,151107,7.13423647491846,52871,19107,25621,47482,2018,4,15,11,0,30
"967",107,151107,7.13423647491846,52871,19107,25621,47482,2019,10,26,7,0,43
"961",107,151107,7.13423647491846,52871,19107,25621,47482,2020,6,13,4,0,23
"979",108,113200,4.94982542618786,32470,2132,39207,36462,2005,16,23,57,12,108
"987",108,113200,4.94982542618786,32470,2132,39207,36462,2006,29,20,109,16,174
"981",108,113200,4.94982542618786,32470,2132,39207,36462,2007,52,59,208,38,357
"983",108,113200,4.94982542618786,32470,2132,39207,36462,2008,59,63,201,55,378
"990",108,113200,4.94982542618786,32470,2132,39207,36462,2009,73,49,210,44,376
"982",108,113200,4.94982542618786,32470,2132,39207,36462,2010,82,68,228,82,460
"980",108,113200,4.94982542618786,32470,2132,39207,36462,2011,78,52,234,56,420
"986",108,113200,4.94982542618786,32470,2132,39207,36462,2012,33,34,108,36,211
"976",108,113200,4.94982542618786,32470,2132,39207,36462,2013,10,6,15,5,36
"978",108,113200,4.94982542618786,32470,2132,39207,36462,2014,1,4,5,2,12
"988",108,113200,4.94982542618786,32470,2132,39207,36462,2015,1,0,3,1,5
"989",108,113200,4.94982542618786,32470,2132,39207,36462,2017,4,6,11,1,22
"977",108,113200,4.94982542618786,32470,2132,39207,36462,2018,7,4,11,0,22
"985",108,113200,4.94982542618786,32470,2132,39207,36462,2019,6,3,22,0,31
"984",108,113200,4.94982542618786,32470,2132,39207,36462,2020,6,7,14,1,28
"1004",109,247354,11.0842092574544,73668,5512,41164,122309,2005,47,65,110,91,313
"997",109,247354,11.0842092574544,73668,5512,41164,122309,2006,59,71,121,83,334
"991",109,247354,11.0842092574544,73668,5512,41164,122309,2007,73,49,134,131,387
"996",109,247354,11.0842092574544,73668,5512,41164,122309,2008,64,68,154,64,350
"1002",109,247354,11.0842092574544,73668,5512,41164,122309,2009,48,69,177,91,385
"992",109,247354,11.0842092574544,73668,5512,41164,122309,2010,65,60,130,107,362
"1003",109,247354,11.0842092574544,73668,5512,41164,122309,2011,108,159,324,257,848
"995",109,247354,11.0842092574544,73668,5512,41164,122309,2012,106,154,260,226,746
"1001",109,247354,11.0842092574544,73668,5512,41164,122309,2013,59,92,104,89,344
"999",109,247354,11.0842092574544,73668,5512,41164,122309,2014,18,22,42,25,107
"994",109,247354,11.0842092574544,73668,5512,41164,122309,2015,11,7,22,6,46
"1000",109,247354,11.0842092574544,73668,5512,41164,122309,2017,2,6,8,3,19
"1005",109,247354,11.0842092574544,73668,5512,41164,122309,2018,4,8,8,0,20
"993",109,247354,11.0842092574544,73668,5512,41164,122309,2019,13,14,17,0,44
"998",109,247354,11.0842092574544,73668,5512,41164,122309,2020,6,10,11,0,27
"1012",110,172634,3.87143442373769,12352,9091,90314,57591,2005,23,60,243,40,366
"1018",110,172634,3.87143442373769,12352,9091,90314,57591,2006,28,50,309,33,420
"1014",110,172634,3.87143442373769,12352,9091,90314,57591,2007,16,58,326,30,430
"1019",110,172634,3.87143442373769,12352,9091,90314,57591,2008,22,56,256,18,352
"1009",110,172634,3.87143442373769,12352,9091,90314,57591,2009,22,42,474,18,556
"1016",110,172634,3.87143442373769,12352,9091,90314,57591,2010,37,70,515,37,659
"1017",110,172634,3.87143442373769,12352,9091,90314,57591,2011,29,68,541,39,677
"1020",110,172634,3.87143442373769,12352,9091,90314,57591,2012,34,49,478,36,597
"1008",110,172634,3.87143442373769,12352,9091,90314,57591,2013,14,30,298,25,367
"1013",110,172634,3.87143442373769,12352,9091,90314,57591,2014,5,9,36,2,52
"1007",110,172634,3.87143442373769,12352,9091,90314,57591,2015,3,10,52,2,67
"1010",110,172634,3.87143442373769,12352,9091,90314,57591,2017,3,13,49,5,70
"1015",110,172634,3.87143442373769,12352,9091,90314,57591,2018,4,10,52,1,67
"1011",110,172634,3.87143442373769,12352,9091,90314,57591,2019,3,7,53,0,63
"1006",110,172634,3.87143442373769,12352,9091,90314,57591,2020,4,10,44,0,58
"1021",111,116431,8.95113235289062,54690,2400,11676,45839,2005,93,40,34,28,195
"1027",111,116431,8.95113235289062,54690,2400,11676,45839,2006,53,37,52,21,163
"1028",111,116431,8.95113235289062,54690,2400,11676,45839,2007,51,52,54,40,197
"1030",111,116431,8.95113235289062,54690,2400,11676,45839,2008,67,61,55,70,253
"1034",111,116431,8.95113235289062,54690,2400,11676,45839,2009,81,50,58,42,231
"1025",111,116431,8.95113235289062,54690,2400,11676,45839,2010,99,53,71,58,281
"1031",111,116431,8.95113235289062,54690,2400,11676,45839,2011,82,54,70,49,255
"1035",111,116431,8.95113235289062,54690,2400,11676,45839,2012,78,22,48,32,180
"1024",111,116431,8.95113235289062,54690,2400,11676,45839,2013,29,19,18,20,86
"1022",111,116431,8.95113235289062,54690,2400,11676,45839,2014,12,6,13,6,37
"1023",111,116431,8.95113235289062,54690,2400,11676,45839,2015,5,5,10,5,25
"1033",111,116431,8.95113235289062,54690,2400,11676,45839,2017,9,10,5,5,29
"1029",111,116431,8.95113235289062,54690,2400,11676,45839,2018,10,8,5,0,23
"1032",111,116431,8.95113235289062,54690,2400,11676,45839,2019,6,5,11,0,22
"1026",111,116431,8.95113235289062,54690,2400,11676,45839,2020,7,15,15,0,37
"1039",112,112277,3.05807704112071,62092,2797,15146,29351,2005,82,36,61,16,195
"1040",112,112277,3.05807704112071,62092,2797,15146,29351,2006,71,31,52,16,170
"1043",112,112277,3.05807704112071,62092,2797,15146,29351,2007,73,30,40,17,160
"1050",112,112277,3.05807704112071,62092,2797,15146,29351,2008,82,28,50,22,182
"1041",112,112277,3.05807704112071,62092,2797,15146,29351,2009,154,61,70,29,314
"1046",112,112277,3.05807704112071,62092,2797,15146,29351,2010,123,52,85,31,291
"1045",112,112277,3.05807704112071,62092,2797,15146,29351,2011,110,69,81,25,285
"1048",112,112277,3.05807704112071,62092,2797,15146,29351,2012,93,47,62,22,224
"1036",112,112277,3.05807704112071,62092,2797,15146,29351,2013,49,35,34,8,126
"1042",112,112277,3.05807704112071,62092,2797,15146,29351,2014,11,11,19,1,42
"1037",112,112277,3.05807704112071,62092,2797,15146,29351,2015,0,3,5,0,8
"1049",112,112277,3.05807704112071,62092,2797,15146,29351,2017,1,3,9,2,15
"1047",112,112277,3.05807704112071,62092,2797,15146,29351,2018,6,15,13,0,34
"1038",112,112277,3.05807704112071,62092,2797,15146,29351,2019,20,16,26,0,62
"1044",112,112277,3.05807704112071,62092,2797,15146,29351,2020,19,22,21,1,63
"1053",113,120132,13.4341816993026,1057,101721,9783,3130,2005,2,227,12,26,267
"1064",113,120132,13.4341816993026,1057,101721,9783,3130,2006,6,243,6,1,256
"1052",113,120132,13.4341816993026,1057,101721,9783,3130,2007,10,334,15,11,370
"1065",113,120132,13.4341816993026,1057,101721,9783,3130,2008,6,489,17,16,528
"1059",113,120132,13.4341816993026,1057,101721,9783,3130,2009,3,540,20,25,588
"1056",113,120132,13.4341816993026,1057,101721,9783,3130,2010,8,554,25,32,619
"1054",113,120132,13.4341816993026,1057,101721,9783,3130,2011,3,530,39,23,595
"1063",113,120132,13.4341816993026,1057,101721,9783,3130,2012,2,525,33,18,578
"1051",113,120132,13.4341816993026,1057,101721,9783,3130,2013,2,134,9,9,154
"1060",113,120132,13.4341816993026,1057,101721,9783,3130,2014,1,52,3,1,57
"1057",113,120132,13.4341816993026,1057,101721,9783,3130,2015,0,13,0,0,13
"1061",113,120132,13.4341816993026,1057,101721,9783,3130,2017,0,20,0,0,20
"1062",113,120132,13.4341816993026,1057,101721,9783,3130,2018,1,15,0,0,16
"1058",113,120132,13.4341816993026,1057,101721,9783,3130,2019,0,35,1,0,36
"1055",113,120132,13.4341816993026,1057,101721,9783,3130,2020,1,43,4,0,48
"1069",114,202766,6.03900340113437,91531,21019,54441,29434,2005,115,333,220,70,738
"1070",114,202766,6.03900340113437,91531,21019,54441,29434,2006,182,422,333,78,1015
"1073",114,202766,6.03900340113437,91531,21019,54441,29434,2007,234,383,398,141,1156
"1068",114,202766,6.03900340113437,91531,21019,54441,29434,2008,145,303,317,105,870
"1078",114,202766,6.03900340113437,91531,21019,54441,29434,2009,131,195,236,61,623
"1077",114,202766,6.03900340113437,91531,21019,54441,29434,2010,106,262,238,64,670
"1079",114,202766,6.03900340113437,91531,21019,54441,29434,2011,138,300,254,48,740
"1080",114,202766,6.03900340113437,91531,21019,54441,29434,2012,80,287,156,39,562
"1066",114,202766,6.03900340113437,91531,21019,54441,29434,2013,44,126,107,11,288
"1075",114,202766,6.03900340113437,91531,21019,54441,29434,2014,18,60,39,12,129
"1067",114,202766,6.03900340113437,91531,21019,54441,29434,2015,20,23,21,11,75
"1071",114,202766,6.03900340113437,91531,21019,54441,29434,2017,12,55,41,3,111
"1076",114,202766,6.03900340113437,91531,21019,54441,29434,2018,17,57,50,1,125
"1072",114,202766,6.03900340113437,91531,21019,54441,29434,2019,11,22,35,0,68
"1074",114,202766,6.03900340113437,91531,21019,54441,29434,2020,8,16,19,2,45
"1083",115,171576,3.89056016029543,20334,10683,110108,27269,2005,18,43,219,36,316
"1089",115,171576,3.89056016029543,20334,10683,110108,27269,2006,8,46,167,28,249
"1084",115,171576,3.89056016029543,20334,10683,110108,27269,2007,9,34,194,11,248
"1095",115,171576,3.89056016029543,20334,10683,110108,27269,2008,16,53,237,16,322
"1088",115,171576,3.89056016029543,20334,10683,110108,27269,2009,21,48,331,22,422
"1093",115,171576,3.89056016029543,20334,10683,110108,27269,2010,24,70,385,28,507
"1092",115,171576,3.89056016029543,20334,10683,110108,27269,2011,32,72,541,26,671
"1094",115,171576,3.89056016029543,20334,10683,110108,27269,2012,21,54,369,20,464
"1082",115,171576,3.89056016029543,20334,10683,110108,27269,2013,16,29,193,9,247
"1081",115,171576,3.89056016029543,20334,10683,110108,27269,2014,4,5,19,1,29
"1086",115,171576,3.89056016029543,20334,10683,110108,27269,2015,1,1,18,0,20
"1085",115,171576,3.89056016029543,20334,10683,110108,27269,2017,5,7,27,0,39
"1091",115,171576,3.89056016029543,20334,10683,110108,27269,2018,0,15,35,0,50
"1090",115,171576,3.89056016029543,20334,10683,110108,27269,2019,1,16,48,0,65
"1087",115,171576,3.89056016029543,20334,10683,110108,27269,2020,7,7,27,0,41
"1100",120,175876,13.110884597805,69615,38630,50069,13568,2005,64,214,72,37,387
"1107",120,175876,13.110884597805,69615,38630,50069,13568,2006,121,400,135,12,668
"1096",120,175876,13.110884597805,69615,38630,50069,13568,2007,121,352,147,11,631
"1098",120,175876,13.110884597805,69615,38630,50069,13568,2008,177,620,256,13,1066
"1102",120,175876,13.110884597805,69615,38630,50069,13568,2009,149,499,256,18,922
"1108",120,175876,13.110884597805,69615,38630,50069,13568,2010,173,605,295,34,1107
"1106",120,175876,13.110884597805,69615,38630,50069,13568,2011,238,668,324,39,1269
"1110",120,175876,13.110884597805,69615,38630,50069,13568,2012,129,468,228,29,854
"1099",120,175876,13.110884597805,69615,38630,50069,13568,2013,46,193,63,1,303
"1097",120,175876,13.110884597805,69615,38630,50069,13568,2014,6,73,17,1,97
"1101",120,175876,13.110884597805,69615,38630,50069,13568,2015,4,26,8,0,38
"1109",120,175876,13.110884597805,69615,38630,50069,13568,2017,8,47,10,2,67
"1105",120,175876,13.110884597805,69615,38630,50069,13568,2018,6,26,12,0,44
"1103",120,175876,13.110884597805,69615,38630,50069,13568,2019,8,23,14,0,45
"1104",120,175876,13.110884597805,69615,38630,50069,13568,2020,7,31,4,2,44
"1112",122,194822,26.8770098627155,147259,4467,23000,17351,2005,86,32,36,13,167
"1117",122,194822,26.8770098627155,147259,4467,23000,17351,2006,152,81,38,10,281
"1121",122,194822,26.8770098627155,147259,4467,23000,17351,2007,147,49,35,18,249
"1111",122,194822,26.8770098627155,147259,4467,23000,17351,2008,151,47,41,9,248
"1120",122,194822,26.8770098627155,147259,4467,23000,17351,2009,91,34,27,7,159
"1118",122,194822,26.8770098627155,147259,4467,23000,17351,2010,93,49,35,11,188
"1123",122,194822,26.8770098627155,147259,4467,23000,17351,2011,202,61,62,18,343
"1124",122,194822,26.8770098627155,147259,4467,23000,17351,2012,147,42,33,10,232
"1122",122,194822,26.8770098627155,147259,4467,23000,17351,2013,66,54,21,7,148
"1125",122,194822,26.8770098627155,147259,4467,23000,17351,2014,31,41,18,4,94
"1114",122,194822,26.8770098627155,147259,4467,23000,17351,2015,14,29,18,2,63
"1119",122,194822,26.8770098627155,147259,4467,23000,17351,2017,28,57,16,2,103
"1115",122,194822,26.8770098627155,147259,4467,23000,17351,2018,24,35,14,1,74
"1116",122,194822,26.8770098627155,147259,4467,23000,17351,2019,28,52,16,0,96
"1113",122,194822,26.8770098627155,147259,4467,23000,17351,2020,24,44,16,0,84
"1139",123,98032,15.842833943997,83295,1216,7982,4610,2005,96,7,7,3,113
"1135",123,98032,15.842833943997,83295,1216,7982,4610,2006,65,10,4,1,80
"1131",123,98032,15.842833943997,83295,1216,7982,4610,2007,95,8,9,6,118
"1130",123,98032,15.842833943997,83295,1216,7982,4610,2008,120,12,16,2,150
"1134",123,98032,15.842833943997,83295,1216,7982,4610,2009,95,7,9,3,114
"1129",123,98032,15.842833943997,83295,1216,7982,4610,2010,94,7,11,6,118
"1138",123,98032,15.842833943997,83295,1216,7982,4610,2011,84,4,13,4,105
"1133",123,98032,15.842833943997,83295,1216,7982,4610,2012,66,7,15,3,91
"1136",123,98032,15.842833943997,83295,1216,7982,4610,2013,58,6,4,1,69
"1137",123,98032,15.842833943997,83295,1216,7982,4610,2014,53,7,6,4,70
"1132",123,98032,15.842833943997,83295,1216,7982,4610,2015,20,6,4,0,30
"1128",123,98032,15.842833943997,83295,1216,7982,4610,2017,13,8,1,1,23
"1126",123,98032,15.842833943997,83295,1216,7982,4610,2018,2,2,0,0,4
"1127",123,98032,15.842833943997,83295,1216,7982,4610,2019,14,8,6,0,28
"1140",123,98032,15.842833943997,83295,1216,7982,4610,2020,5,9,5,0,19
