Game,GameDate,PlayerID,GroupID,Level,Order,Track,Car,Body,Engine,Tire,Finished,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,TimeTo100,CheckPoint1,CheckPoint2,CheckPoint3,TimeOnTrack,TimeOffTrack,Mass,Drag,Traction,FullTorqueOverAllWheel,TopSpeed,TireRadius,Variable1,Variable2,Variable3
364,8/27/2019 12:05,m,Sample2,Paired,27,OvalTrack,27,Gauss,Gauss,Gauss,1,21.71,86.78,4.66,11.37,-1,9.97,15.16,20.07,21.71,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
365,8/27/2019 12:05,cucaracha,Sample2,Paired,20,OvalTrack,27,Gauss,Gauss,Gauss,1,21.72,87.41,4.66,11.4,-1,9.69,14.97,20.12,21.72,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
366,8/27/2019 12:05,m,Sample2,Paired,23,OvalTrack,27,Gauss,Gauss,Gauss,1,21.76,80.49,4.66,11.4,-1,9.7,14.92,19.95,21.59,0.17,1700,0.05,1,2150,150,0.37,NA,NA,NA
367,8/27/2019 12:05,m,Sample2,Paired,26,OvalTrack,27,Gauss,Gauss,Gauss,1,21.87,80.34,4.63,11.4,-1,9.67,14.96,20.07,21.68,0.19,1700,0.05,1,2150,150,0.37,NA,NA,NA
368,8/27/2019 12:05,573156,Sample2,Paired,20,OvalTrack,27,Gauss,Gauss,Gauss,1,21.92,79.04,4.64,11.38,-1,9.62,14.82,20.02,21.65,0.26,1700,0.05,1,2150,150,0.37,NA,NA,NA
369,8/27/2019 12:05,champion,Sample2,Paired,15,OvalTrack,27,Gauss,Gauss,Gauss,1,21.97,87.51,4.63,11.39,-1,9.89,15.17,20.27,21.97,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
370,8/27/2019 12:05,champion,Sample2,Paired,18,OvalTrack,27,Gauss,Gauss,Gauss,1,21.97,87.7,4.63,11.39,-1,9.89,15.26,20.32,21.97,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
371,8/27/2019 12:05,cucaracha,Sample2,Paired,19,OvalTrack,27,Gauss,Gauss,Gauss,1,21.98,88.07,4.64,11.39,-1,10.02,15.29,20.36,21.98,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
372,8/27/2019 12:05,573156,Sample2,Paired,11,OvalTrack,27,Gauss,Gauss,Gauss,1,22,78.69,4.64,11.36,-1,9.63,14.83,20,21.63,0.36,1700,0.05,1,2150,150,0.37,NA,NA,NA
373,8/27/2019 12:05,jajas,Sample2,Paired,4,OvalTrack,27,Gauss,Gauss,Gauss,1,22.03,87.16,5.23,11.97,-1,10.24,15.5,20.38,22.03,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
374,8/27/2019 12:05,littedragon,Sample2,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,22.19,87.92,4.73,11.5,-1,9.96,15.54,20.56,22.19,0,1700,0.05,1,2150,150,0.37,NA,NA,NA
